date,tweet,label
2019-10-06,"e tao triste quando voce fala que nao esta bem e as pessoas acham que e frescura,  ..ainda bem que nao precisamos provar nada pra ninguem como diria ",
2019-10-06,continua sim,
2019-10-06,"como tem tanta gente q se acha insuficiente neste mundo, e isso acaba prejudicando os proximos relacionamentos... ",
2019-10-06,"dan reynolds do imagine dragons () disse e reforcamos: ""sua vida sempre vale ser vivida. nao tire sua vida de nos.""   ligue 188 (centro de valorizacao da vida) se precisar de ajuda.  ",
2019-10-07,ligue 188 centro de valorizacao da vida - o primeiro numero sem custo de ligacao para a prevencao do suicidio.,
2019-10-07,setembro acabou e a depre comecou agora em outubro,
2019-10-07,valorize a vida thi vc eh importante,
2019-10-07,"   yt me ajuda a promover meu conteudo, por enquanto tem apenas 3 videos falando sobre     por causa do que passei e em prol do  , mas tera conteudo como no meu ig que e sobre dieta vegetariana, veganismo, meio ambiente. vai que ",
2019-10-07,perdemos um... muito triste saber que um adolescente se matou...,
2019-10-07,"hoje eu liguei para o centro de valorizacao da vida e conversei com uma mulher que meu deus, acalmou a minha alma com palavras tao belas",
2019-10-07,"voce e forte, vai conseguir superar!   ",
2019-10-07," e uma pena que quem esta proximo de vc nao esteja te ajudando psicologicamente. se eu nao me engano o numero do cvv ( centro de valorizacao da vida) e 188, ja conversei com eles e foi muito bom! saber que nao esta sozinho e muito importante!!!!!!!!!!!!",
2019-10-07,"chego no trabalho comeca os sintomas do panico. tremedeira no braco, inquietacao, falta de ar, taquicardia, frio... minha gente, eu nao posso pedir demissao, como lidar com isso?    ",
2019-10-07,"""eu so preciso que vc me desse merda, quer dizer boa sorte"" ""entao eu te desejo muita merda, joana""  e eu que to chorando igual crianca no final desse episodio. caralho!!!!! chiara vc quer o mundo? eu te dou, digo o mesmo pra ti fabiula nascimento.  ",
2019-10-07,"amanha a  estreia a primeira temporada de  (um drama sobre um grupo de alunos e professores que estudam/ trabalham de noite) e a segunda de . acabou de passar uma chamada divulgando  e, pensando aqui, acho que exibir os dois ...",
2019-10-07,prantooooos,
2019-10-07,selton melo e muito bom!,
2019-10-07,assistindo a terceira temporada de  e nao to preparada pra ver isto sozinha.,
2019-10-07," pessoa, que comentario mais maldoso. 1deg pois julga e se refere diretamente a doenca psicologica de uma pessoa. . 2deg pois vc zomba gratuitamente da fe de alguem. a  e uma via de mao dupla, mas ela acaba quando falta .",
2019-10-07,"caralho sabe aquela sensacao de alivio, sou eu hj saindo da terapia. ",
2019-10-07,serio tenho tantos problemas que nao vou me preocupar com mais nenhum que queira aparecer ....,
2019-10-08," suicidio de militares - comandante giovanne gomes disse q esta sendo criado nucleo de prevencao a vitimizacao do policial militar, p/ apoiar militares. diz q sera elevado o no de psicologos p/ cuidar da tropa e lembrou acao da  no .",
2019-10-08,deveria ter 80 episodios por temporada.,
2019-10-08,"pagando pau p series da netflix pagando pau demais p  da  (essa carnica),  e tuitando",
2019-10-08,"eu peco por favor,voce que e cristao ou nao e estiver passando depressao algum sintoma . me chame no particular mais peco por favor nao passe isso sozinho ,nao se sinta sozinho jesus te ama  ",
2019-10-08,"setembro acabou, coleguinha. agora voce ja pode dizer que aquele seu amiguinho e fresco, negativo, toxico e que suga toda a sua ""energia positiva"". seus ""good vibes"" de bosta!   ",
2019-10-08,". excepcional o seriado  . eu o acompanho desde nova e assisti com o ator que fez o teo interpretando, mas este e sensacional. parabens",
2019-10-08,"as combinacoes de medicamentos so bugam mais minha mente e minha rotina, virou um looping infinito.   ",
2019-10-08,"pra quem nao pode ver na hora nem tem globo play como assiste ,   e  ?? foda que ate pra piratiar e dificil porque e sempre um parto achar torrent de producoes nacionais.",
2019-10-09,alo alo  vou voltar pra academia amanha,
2019-10-09,"quando crianca eu fazia muita terapia por conta de crescer em um lar abusivo, e cresci fazendo e eu odiava. lembro de ficar sentado, so esperando a hora passar. e apos ser vitima de homofobia, fazer terapia tem mudado a minha vida em um nivel tao surreal.  ",
2019-10-09,"eu sei que e so unha, so que para alguem q nao quer sair da cama, q nao sabe fazer nada, nao consegue terminar nada perfeito, tem muita ansiedade, deixar de roer e uma vitoria. ",
2019-10-09," e o  com empatia e ajuda a quem precisa, continuam ou era so por modinha???  eu to decepcionada  com essa galera!",
2019-10-09,"a professora do meu curso nos deu aula ontem e chegou em casa viu o marido dela morto ele tinha cometido um suicidio  meu deus que mundo e esse que agt vive , que deus possa guardar ele e conforta ela  ",
2019-10-09,"a vida esta em constante mudanca e acontece a todos nos. umas mudancas sao escolhas outras sao surpresas, nem sempre agradaveis. quer seja por decisao nossa ou nao,  a mudanca traz oportunidades e turbulencia.      ",
2019-10-09,"nao se preocupe, existe dias piores!  mas para isso que serve a terapia! ",
2019-10-09,"praticamente nao lembro do corte, so da minha risada na hora que vi isso! ",
2019-10-09,quero entrar na fila das pessoas que querem dar um abraco na dona haidee &lt;3,
2019-10-10,que ao amanhecer as coisas melhorem pra todos nos e que tenhamos boas novas e retorno positivos das sementes que plantamos nascendo assim excelentes frutos.,
2019-10-10,"entendam: depressao nao e uma escolha. nunca diga a alguem para que ela ""saia dessa"". e como dizer a  quem esta resfriado que pare de espirrar. a autoconsciencia e a pior parte. reforcar isso e prejudicial.   ",
2019-10-10,"se voce nao sabe, e possivel envelhecer preservando sua naturalidade, sem padroes e exageros. inclusive ja pode, viu?! menos copias e mais respeito as caracteristicas naturais. basta ser voce!   ",
2019-10-10,"ontem comecei a terapia e me senti a chiara : cheguei feliz sorridente, depois cruzei as pernas no sofa, depois ja tava deitando a cabeca pra tras e no final nem sabia mais o que tava rolando eu so tava falando sem parar...    ",
2019-10-10,"acho que td mundo passa por tempos dificeis as vezes mas lembrem vcs nao estao sozinhos e tds sao importantes ninguem eh perfeito errar eh normal. as vezes eh bom pedir ajuda 188, centro de valorizacao da vida vcs tbm sao importantes nao esquecam",
2019-10-10,uma pergunta? o seu transtorno psicotico/psicopatico comecou so em 2018? isso pode evoluir um quadro pior  como assassino. o senhor conhece a cvv? centro de valorizacao da vida  liga 188,
2019-10-10,"hoje e o dia da saude mental e, por isso, vamos falar sobre ela    a saude mental e a base do nosso bem-estar e pode (e deve) ser promovida atraves do contacto, de atividade fisica e da alegria no lazer      ",
2019-10-10,"hoje eu e  gravamos uma edicao mt delicinha do . falanos sobre , prevencao ao suicidio e saude mental em geral, com dois convidados incriveis. o papo foi massa! ",
2019-10-10,"se lembre que sua saude mental deve ser sempre uma prioridade e deve ser cuidada diariamente e mesmo que haja apoio de entes queridos, nao tenha medo de buscar um especialista, eles foram preparados pra te ajudar. sua vida importa!  ",
2019-10-10,"hoje e dia mundial da . eu passei por sindrome do panico durante 4 anos. se voce nao esta bem, peca ajuda. a vida e boa sim, e voce merece ela tanto quanto qualquer outra pessoa.",
2019-10-10,"hoje e o dia da  . parabens pra quem tem, que nao, tamo junto. ",
2019-10-10,"cuide da sua saude mental, e muito importante. e bom pra voce e pras pessoas que convivem com voce. muitas vezes ficamos chatos, esquisitos, descontamos coisas em pessoas que nao tem nada a ver com nossos problemas.  ",
2019-10-10,eu to amaaaaaaando  aaaaaaa,
2019-10-10,hoje e dia mundial da saude mental e quero deixar registrado que 2019 foi dificil pra caramba mas resisto porque eu mereco conquistar muito ainda. que minha ansiedade nunca me venca!,
2019-10-11,sem palavras pra descrever a emocao que esta serie despertou em mim... e as varias reflexoes tambem... avema!!!,
2019-10-11,"genty, o que e esse selton mello (caio) como terapeuta  transferencia aqui rolava facil   ",
2019-10-11,"a vereadora elisa virginia quer ser o  da paraiba, mas com preguica de escrever a biografia. ela foi criminosa ao dizer para uma pessoa em depressao: ""se quiser se matar eu dou a arma"".      ",
2019-10-11,"""i hope my death makes more cents than my life"". bem, parece que arthur, morrendo ao dar a vida ao joker, resolveu fazer algo que valesse, que fizesse sentido, na sua vida. 11/10/10       ",
2019-10-11,ja parou pra pensar que mais ninguem no mundo te ve da mesma forma que voce se ve?,
2019-10-11," liga para o 188, eles podem te ajudar. centro de valorizacao da vida",
2019-10-11,autocuidado e tudo gurias,
2019-10-12,vendo  e so tomando uns tapao na cara,
2019-10-12,"conversando aqui com a  , percebi que a mesma utiliza esta ferramenta como terapia ""gratuita"". de fato, por isso que ela paga a internet.     ",
2019-10-12,"hoje meu vizinho de apenas 18 anos tirou a propria vida   pessoas, se voces estao com algum problema ou estao com alguma angustia, falem.  ligue 188 ou acesse o ,  centro de valorizacao da vida.  busquem ajuda. voces nao estao sozinhos!",
2019-10-12," , que serie boa. a delicadeza e a grandeza das atuacoes desses talentosos atores me emociona demais. grande selton mello. fantastico ator e diretor!",
2019-10-12,"se terapia for isso mesmo, nunca vou fazer. e muito dificil. .. dolorido. ",
2019-10-12,"sei que ja passou o combate ao suicidio, mas uma palavra amiga que sempre vale, e de que os dias bons logo virao amigo! e quando a gente menos espera, e sim, fazem tudo valer a pena! ",
2019-10-13,entregar-me  ao diagnostico de bipolaridade foi a decisao mais equivocada que eu ja fiz.,
2019-10-13,"e entao, qual o limite da sua sanidade? existe?     ",
2019-10-13,agora guilhermealveshipnose  no hipnobahia2019 hipnose para disfuncoes sexuais!  super incrivel!              em sol bahia resorts...  https://t.co/vecpqeawya,
2019-10-13,decidindo nao ver stories hoje pra nao sentir inveja de quem esta na praia,
2019-10-13,rapaz....assinei a  e vou dizer e o ouro!!!  assinei porque sou fa do  e tem muito mais!!! galera da  parabens,
2019-10-13,e minha prima que achou que os c.v pichados nos muros significava centro de valorizacao da vida . eu to morrendo de rir,
2019-10-13,centro de valorizacao da vida  (apoio emocional) 188  gratuito para todo territorio nacional  nos estamos com voce,
2019-10-13,kkjjjkkkkkk eu nao quero mais morrer amor.,
2019-10-13," ""voce nunca estara sozinho. """,
2019-10-13,"lembrando que o  ja acabou, mas a prevencao continua.  se precisar de ajuda, ligue:  188  0800 273 8255  0800 290 0024",
2019-10-13,""" a vida e muito curta. vai viver meu filho"" - haidee para caio ",
2019-10-14,nao e porque acabou setembro que a gente deve esquecer  centro de valorizacao da vida:  188  0800 273 8255  0800 290 0024   a tua vida importa.,
2019-10-14,"se voce esta passando por um momento dificil pelo ocorrido, procure algum conhecido ou o cvv para conversar, e melhor do que guardar tudo para si.  o numero do centro de valorizacao da vida e 188 e as ligacoes sao gratuitas e 24h.",
2019-10-14,"  amore, tem o centro de valorizacao da vida (cvv). voce pode pedir ajuda por la, tem o site se nao me engano e o numero e 188. boa sorte!",
2019-10-14,"a equipe da hyunjae brazil presta suas condolencias a sulli, sua familia, amigos e fas.  solicitamos que precise de ajuda a procure e caso necessario ligue para o centro de valorizacao da vida, 188.  - douglas melot",
2019-10-14," tenha fe que vai melhorar! leia e releia todas as mensagens que te enviaram! sempre uma nova mensagem tocara seu coracao. se vc quiser pode ligar o 188, e o centro de valorizacao da vida, eles podem te auxiliar nesse momento.",
2019-10-14,"a empatia e algo extremamente importante nos dias de hoje e devemos cultiva-la. se importem com o ser humano do outro lado da tela. sempre. e para aqueles que sentirem que precisam de ajuda, liguem para o centro de valorizacao da vida, 188.  suas vidas importam. amamos voces.",
2019-10-14,"a equipe da jinjin brazil presta suas condolencias a sulli, sua familia, amigos e fas.  solicitamos que precise de ajuda a procure e caso necessario ligue para o centro de valorizacao da vida, 188.  - douglas melot",
2019-10-14,"se vc ver que a pessoa que esta do seu lado pra tudo,nao esta se sentindo bem,&gt;&gt;porfavor&lt;&lt;ajuda aquela pessoa,mesmo nao sendo muito proxima. se esforca,vc pode ta salvando a vida de uma pessoa usando apenas simples palavras. simples palavras causam um bem maior. ",
2019-10-14," for brazilian people we also have 188, that's the number of cvv(centro de valorizacao da vida) too!",
2019-10-14,depressao nao e frescura!!!!! quando vcs vao aprender isso? quantas pessoas mais terao que se suicidar por conta de pessoas incompreensiveis? que em vez de ajudar so faz afundar mais ainda...... depressao nao e frescura!!!!!!!!,
2019-10-14,"para o brasil:  o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias  linha: 188",
2019-10-14,"se ocorrem pensamentos suicidas na sua cabeca, entre em contato com o centro de valorizacao da vida (cvv) e ligue para 141. *()*",
2019-10-14,"o cvv - centro de valorizacao da vida realiza apoio emocional e prevencao do suicidio, atendendo voluntaria e gratuitamente todas as pessoas que querem e precisam conversar, sob total sigilo por telefone, email e chat 24 horas todos os dias.  para entrar em contato ligue para 188",
2019-10-14,"problemas e dificuldades todos temos; cada um sabe a luta q trava na vida e dentro de si. n se esquecam de cuidar de vc, da sua saude fisica e mental. lembre-se de ajudar a quem precisa, mas n se anule por isso! ",
